retailer,invoice_date,region,state,city,product,price_per_unit,units_sold,revenue,profit,sales_method,profit_margin
Walmart,2021-09-19,South,Arkansas,Little Rock,Men's Street Footwear,50,650,32500,13000,Online,40.0
Sports Direct,2021-09-10,South,Alabama,Birmingham,Men's Apparel,50,525,26250,11813,Outlet,45.0
Foot Locker,2021-08-05,Midwest,Illinois,Chicago,Men's Street Footwear,60,500,30000,12000,Outlet,40.0
Sports Direct,2021-09-24,South,Alabama,Birmingham,Men's Street Footwear,30,525,15750,7875,Outlet,50.0
Foot Locker,2021-07-09,West,Hawaii,Honolulu,Men's Apparel,85,550,46750,7013,Outlet,15.0
Kohl's,2021-08-13,Midwest,Kansas,Wichita,Men's Street Footwear,60,650,39000,13650,Online,35.0
Sports Direct,2021-08-22,South,Texas,Dallas,Women's Apparel,35,500,17500,7875,Outlet,45.0
Sports Direct,2021-09-25,South,Alabama,Birmingham,Men's Athletic Footwear,30,525,15750,7875,Outlet,50.0
Sports Direct,2021-08-25,South,Texas,Dallas,Women's Street Footwear,30,500,15000,5250,Outlet,35.0
Foot Locker,2021-07-09,West,Hawaii,Honolulu,Women's Apparel,100,550,55000,22000,Outlet,40.0
Amazon,2021-11-11,Northeast,Maine,Portland,Men's Street Footwear,55,525,28875,10106,Outlet,35.0
West Gear,2021-07-16,Northeast,West Virginia,Charleston,Men's Street Footwear,60,650,39000,15600,In-store,40.0
Sports Direct,2021-09-14,South,Texas,Dallas,Men's Apparel,50,500,25000,7500,Outlet,30.0
Amazon,2021-12-21,Northeast,Maine,Portland,Men's Street Footwear,55,525,28875,10106,Outlet,35.0
Foot Locker,2021-12-16,Northeast,West Virginia,Charleston,Men's Street Footwear,65,650,42250,16900,In-store,40.0
Sports Direct,2021-10-13,South,Texas,Dallas,Women's Athletic Footwear,65,500,32500,16250,Outlet,50.0
Walmart,2021-09-11,West,Hawaii,Honolulu,Men's Street Footwear,65,550,35750,8938,Outlet,25.0
Amazon,2021-04-21,West,Alaska,Anchorage,Men's Street Footwear,55,525,28875,10106,Outlet,35.0
Foot Locker,2021-11-21,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65,500,32500,17875,Outlet,55.0
Amazon,2021-09-20,West,Alaska,Anchorage,Men's Street Footwear,65,525,34125,11944,Outlet,35.0
Foot Locker,2021-06-15,Northeast,Delaware,Wilmington,Men's Street Footwear,55,650,35750,12513,In-store,35.0
Walmart,2021-09-11,West,Hawaii,Honolulu,Men's Athletic Footwear,70,550,38500,7700,Outlet,20.0
Foot Locker,2021-11-27,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65,500,32500,17875,Outlet,55.0
Foot Locker,2021-05-11,West,Hawaii,Honolulu,Men's Street Footwear,55,525,28875,7219,Outlet,25.0
Sports Direct,2021-03-16,Southeast,Florida,Orlando,Men's Street Footwear,50,550,27500,8250,Outlet,30.0
Foot Locker,2021-08-10,West,Hawaii,Honolulu,Women's Athletic Footwear,70,525,36750,9188,Outlet,25.0
West Gear,2020-02-11,West,Nevada,Las Vegas,Men's Apparel,65,500,32500,17875,In-store,55.0
Walmart,2021-08-10,West,Hawaii,Honolulu,Men's Apparel,70,525,36750,5513,Outlet,15.0
Walmart,2021-04-17,Southeast,Florida,Orlando,Men's Street Footwear,65,550,35750,10725,Outlet,30.0
West Gear,2020-02-12,West,Nevada,Las Vegas,Women's Apparel,80,500,40000,8000,In-store,20.0
Walmart,2021-11-10,West,Hawaii,Honolulu,Men's Street Footwear,55,525,28875,7219,Outlet,25.0
West Gear,2020-03-14,West,Nevada,Las Vegas,Women's Apparel,75,500,37500,5625,In-store,15.0
West Gear,2021-01-12,Southeast,Florida,Orlando,Men's Apparel,55,550,30250,10588,In-store,35.0
Sports Direct,2021-12-09,West,Hawaii,Honolulu,Women's Apparel,95,525,49875,19950,Outlet,40.0
West Gear,2020-04-29,West,Colorado,Denver,Women's Athletic Footwear,70,500,35000,14000,In-store,40.0
West Gear,2021-02-10,Southeast,Florida,Orlando,Men's Athletic Footwear,45,550,24750,8663,In-store,35.0
Sports Direct,2021-02-17,West,Hawaii,Honolulu,Men's Street Footwear,40,525,21000,6300,Outlet,30.0
West Gear,2020-04-30,West,Colorado,Denver,Men's Apparel,75,500,37500,22500,In-store,60.0
Walmart,2021-11-17,Southeast,Florida,Orlando,Women's Street Footwear,55,525,28875,8663,In-store,30.0
West Gear,2021-02-10,Northeast,New York,Albany,Men's Apparel,55,550,30250,10588,In-store,35.0
West Gear,2020-05-19,West,Colorado,Denver,Women's Apparel,80,500,40000,8000,In-store,20.0
West Gear,2021-12-16,Southeast,Florida,Orlando,Men's Apparel,90,525,47250,9450,In-store,20.0
West Gear,2020-05-22,West,Colorado,Denver,Women's Street Footwear,65,500,32500,13000,In-store,40.0
West Gear,2021-03-08,Northeast,New York,Albany,Men's Athletic Footwear,45,550,24750,8663,In-store,35.0
West Gear,2021-04-09,Northeast,New York,Albany,Men's Athletic Footwear,45,525,23625,8269,In-store,35.0
West Gear,2020-05-23,West,Colorado,Denver,Women's Athletic Footwear,65,500,32500,11375,In-store,35.0
West Gear,2021-05-08,Northeast,New York,Albany,Women's Street Footwear,50,550,27500,6875,In-store,25.0
West Gear,2020-05-31,West,Washington,Seattle,Women's Apparel,50,500,25000,5000,In-store,20.0
West Gear,2021-08-09,Northeast,New York,Albany,Men's Apparel,55,550,30250,10588,In-store,35.0
West Gear,2021-09-08,Northeast,New York,Albany,Women's Street Footwear,45,550,24750,6188,In-store,25.0
West Gear,2020-06-24,West,Washington,Seattle,Women's Apparel,80,500,40000,8000,In-store,20.0
West Gear,2021-04-09,Northeast,New York,Albany,Women's Street Footwear,35,525,18375,4594,In-store,25.0
West Gear,2020-06-28,West,Washington,Seattle,Women's Athletic Footwear,80,500,40000,12000,In-store,30.0
Foot Locker,2021-08-14,Northeast,Delaware,Wilmington,Men's Street Footwear,55,650,35750,12513,In-store,35.0
West Gear,2021-05-08,Northeast,New York,Albany,Men's Apparel,60,525,31500,11025,In-store,35.0
Foot Locker,2020-10-23,Midwest,Minnesota,Minneapolis,Men's Street Footwear,35,500,17500,6125,In-store,35.0
West Gear,2021-09-08,Northeast,New York,Albany,Women's Athletic Footwear,45,525,23625,7088,In-store,30.0
Sports Direct,2021-07-03,Northeast,Connecticut,Hartford,Men's Street Footwear,55,650,35750,14300,In-store,40.0
Kohl's,2021-02-10,Midwest,Montana,Billings,Women's Street Footwear,50,500,25000,11250,Outlet,45.0
West Gear,2021-09-08,Northeast,New York,Albany,Men's Apparel,55,525,28875,10106,In-store,35.0
West Gear,2021-10-10,Northeast,New York,Albany,Women's Street Footwear,50,525,26250,6563,In-store,25.0
Amazon,2021-06-12,Northeast,Vermont,Burlington,Men's Street Footwear,60,650,39000,17550,In-store,45.0
Kohl's,2021-03-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,525,21000,6300,In-store,30.0
West Gear,2021-11-09,Northeast,New York,Albany,Men's Apparel,65,550,35750,12513,In-store,35.0
Kohl's,2021-05-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,525,23625,7088,In-store,30.0
Amazon,2021-08-11,Northeast,Vermont,Burlington,Men's Street Footwear,60,650,39000,17550,In-store,45.0
Kohl's,2021-06-12,West,Wyoming,Cheyenne,Women's Street Footwear,40,525,21000,7350,In-store,35.0
Kohl's,2021-03-09,Midwest,Montana,Billings,Women's Apparel,60,500,30000,7500,Outlet,25.0
Kohl's,2021-02-12,Northeast,New York,Albany,Women's Street Footwear,30,550,16500,5775,In-store,35.0
Kohl's,2021-07-10,West,Wyoming,Cheyenne,Men's Apparel,50,525,26250,7875,In-store,30.0
Sports Direct,2021-03-12,Midwest,Montana,Billings,Women's Street Footwear,30,500,15000,5250,Outlet,35.0
Kohl's,2021-08-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,525,21000,7350,In-store,35.0
Kohl's,2021-03-10,West,Wyoming,Cheyenne,Women's Street Footwear,30,550,16500,5775,In-store,35.0
Sports Direct,2021-03-13,Midwest,Montana,Billings,Women's Athletic Footwear,35,500,17500,7875,Outlet,45.0
Kohl's,2021-09-10,West,Wyoming,Cheyenne,Women's Street Footwear,40,525,21000,7350,In-store,35.0
Sports Direct,2021-03-15,South,Tennessee,Knoxville,Women's Apparel,35,500,17500,8750,Outlet,50.0
Kohl's,2021-03-10,West,Wyoming,Cheyenne,Women's Apparel,40,550,22000,5500,In-store,25.0
Foot Locker,2021-05-25,Southeast,Virginia,Richmond,Women's Apparel,60,525,31500,9450,In-store,30.0
Sports Direct,2021-03-30,South,Tennessee,Knoxville,Women's Street Footwear,20,500,10000,4000,Outlet,40.0
Kohl's,2021-04-11,West,Wyoming,Cheyenne,Women's Apparel,40,550,22000,5500,In-store,25.0
Foot Locker,2021-06-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,80,525,42000,14700,In-store,35.0
Sports Direct,2021-04-13,South,Tennessee,Knoxville,Men's Apparel,45,500,22500,7875,Outlet,35.0
Foot Locker,2021-10-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,55,525,28875,10106,In-store,35.0
Sports Direct,2021-05-19,South,Tennessee,Knoxville,Men's Apparel,55,500,27500,11000,Outlet,40.0
Kohl's,2021-07-10,West,Wyoming,Cheyenne,Women's Street Footwear,40,550,22000,7700,In-store,35.0
Sports Direct,2021-04-16,Midwest,Michigan,Detroit,Women's Apparel,40,525,21000,11550,In-store,55.0
Foot Locker,2021-07-02,Midwest,Nebraska,Omaha,Men's Street Footwear,45,500,22500,9000,Outlet,40.0
Kohl's,2021-08-11,West,Wyoming,Cheyenne,Women's Street Footwear,40,550,22000,7700,In-store,35.0
Sports Direct,2021-06-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,45,525,23625,8269,In-store,35.0
Foot Locker,2021-03-22,West,Arizona,Phoenix,Men's Street Footwear,40,500,20000,7000,Online,35.0
Sports Direct,2021-08-28,South,Alabama,Birmingham,Women's Athletic Footwear,35,500,17500,9625,Outlet,55.0
Sports Direct,2021-06-17,Midwest,Michigan,Detroit,Men's Apparel,60,525,31500,12600,In-store,40.0
Foot Locker,2021-12-10,West,Wyoming,Cheyenne,Women's Street Footwear,45,550,24750,8663,In-store,35.0
Sports Direct,2021-09-04,South,Alabama,Birmingham,Men's Apparel,50,500,25000,10000,Outlet,40.0
Sports Direct,2021-07-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,50,525,26250,9188,In-store,35.0
Foot Locker,2021-04-23,West,Arizona,Phoenix,Men's Street Footwear,50,500,25000,8750,Online,35.0
Sports Direct,2021-08-16,Midwest,Michigan,Detroit,Women's Athletic Footwear,35,525,18375,6431,In-store,35.0
Sports Direct,2021-10-10,South,Alabama,Birmingham,Men's Apparel,60,500,30000,13500,Outlet,45.0
Foot Locker,2021-07-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,85,550,46750,16363,In-store,35.0
Foot Locker,2021-10-23,West,Arizona,Phoenix,Men's Street Footwear,45,500,22500,7875,Online,35.0
Sports Direct,2021-10-17,Midwest,Michigan,Detroit,Women's Apparel,55,525,28875,15881,In-store,55.0
Amazon,2021-10-18,Northeast,Maine,Portland,Men's Street Footwear,40,500,20000,7000,Outlet,35.0
Foot Locker,2021-06-18,Midwest,Missouri,St. Louis,Women's Apparel,45,525,23625,11813,In-store,50.0
Foot Locker,2021-10-23,West,Arizona,Phoenix,Men's Athletic Footwear,50,500,25000,10000,Online,40.0
Foot Locker,2021-11-24,Southeast,Virginia,Richmond,Women's Apparel,80,550,44000,13200,In-store,30.0
Amazon,2021-07-20,West,Alaska,Anchorage,Women's Apparel,70,500,35000,10500,Outlet,30.0
Foot Locker,2021-10-18,Midwest,Missouri,St. Louis,Men's Street Footwear,35,525,18375,7350,In-store,40.0
Foot Locker,2021-03-09,West,Hawaii,Honolulu,Men's Street Footwear,45,500,22500,5625,Outlet,25.0
Sports Direct,2021-12-23,Southeast,Virginia,Richmond,Women's Street Footwear,70,550,38500,13475,In-store,35.0
Foot Locker,2021-04-10,West,Hawaii,Honolulu,Men's Street Footwear,60,500,30000,7500,Outlet,25.0
Foot Locker,2021-07-09,West,Hawaii,Honolulu,Women's Athletic Footwear,80,500,40000,10000,Outlet,25.0
Sports Direct,2021-12-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,70,550,38500,13475,In-store,35.0
Walmart,2021-11-10,West,Hawaii,Honolulu,Women's Apparel,90,500,45000,18000,Outlet,40.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Men's Athletic Footwear,35,550,19250,7700,In-store,40.0
Sports Direct,2021-12-09,West,Hawaii,Honolulu,Women's Street Footwear,80,500,40000,10000,Outlet,25.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Women's Street Footwear,25,550,13750,4125,In-store,30.0
Sports Direct,2021-12-09,West,Hawaii,Honolulu,Women's Athletic Footwear,80,500,40000,10000,Outlet,25.0
Walmart,2021-09-18,Southeast,Florida,Orlando,Men's Street Footwear,60,500,30000,9000,In-store,30.0
Sports Direct,2021-01-19,Southeast,Virginia,Richmond,Women's Apparel,35,550,19250,10588,In-store,55.0
Walmart,2021-09-18,Southeast,Florida,Orlando,Men's Athletic Footwear,65,500,32500,8125,In-store,25.0
Sports Direct,2021-02-17,Midwest,Michigan,Detroit,Women's Apparel,35,550,19250,10588,In-store,55.0
Walmart,2021-11-17,Southeast,Florida,Orlando,Women's Athletic Footwear,65,500,32500,9750,In-store,30.0
Sports Direct,2021-06-17,Midwest,Michigan,Detroit,Women's Street Footwear,45,550,24750,7425,In-store,30.0
West Gear,2021-01-12,Southeast,Florida,Orlando,Women's Athletic Footwear,40,500,20000,6000,In-store,30.0
Sports Direct,2021-07-15,Midwest,Michigan,Detroit,Men's Apparel,60,550,33000,13200,In-store,40.0
West Gear,2021-05-08,Northeast,New York,Albany,Women's Athletic Footwear,50,500,25000,7500,In-store,30.0
Foot Locker,2021-11-23,West,Arizona,Phoenix,Men's Street Footwear,45,500,22500,7875,Online,35.0
West Gear,2021-10-10,Northeast,New York,Albany,Women's Athletic Footwear,50,500,25000,7500,In-store,30.0
Foot Locker,2021-12-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,50,550,27500,9625,In-store,35.0
Kohl's,2021-07-25,West,New Mexico,Albuquerque,Men's Apparel,60,500,30000,9000,Online,30.0
West Gear,2021-10-10,Northeast,New York,Albany,Men's Apparel,60,500,30000,10500,In-store,35.0
Foot Locker,2021-12-15,Midwest,Michigan,Detroit,Men's Apparel,60,550,33000,13200,In-store,40.0
Kohl's,2021-07-25,West,New Mexico,Albuquerque,Women's Apparel,75,500,37500,9375,Online,25.0
Kohl's,2021-01-14,Northeast,New York,Albany,Men's Apparel,50,500,25000,7500,In-store,30.0
Foot Locker,2021-07-17,Midwest,Missouri,St. Louis,Women's Apparel,45,550,24750,12375,In-store,50.0
Kohl's,2021-02-12,Northeast,New York,Albany,Men's Athletic Footwear,40,500,20000,6000,In-store,30.0
Kohl's,2021-11-26,West,New Mexico,Albuquerque,Women's Apparel,75,500,37500,9375,Online,25.0
Kohl's,2021-02-12,West,Wyoming,Cheyenne,Men's Apparel,50,500,25000,7500,In-store,30.0
West Gear,2021-07-10,West,Utah,Salt Lake City,Men's Athletic Footwear,30,550,16500,5775,In-store,35.0
Kohl's,2021-04-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,500,20000,6000,In-store,30.0
Kohl's,2021-04-11,West,Wyoming,Cheyenne,Women's Street Footwear,30,500,15000,5250,In-store,35.0
West Gear,2021-11-11,West,Utah,Salt Lake City,Men's Street Footwear,30,550,16500,6600,In-store,40.0
Kohl's,2021-05-10,West,Wyoming,Cheyenne,Women's Street Footwear,40,500,20000,7000,In-store,35.0
West Gear,2021-07-23,West,Oregon,Portland,Women's Athletic Footwear,85,550,46750,16363,In-store,35.0
West Gear,2021-11-24,West,Oregon,Portland,Women's Apparel,80,550,44000,13200,In-store,30.0
West Gear,2021-08-11,West,Utah,Salt Lake City,Men's Athletic Footwear,35,525,18375,6431,In-store,35.0
West Gear,2021-12-23,West,Oregon,Portland,Women's Street Footwear,70,550,38500,13475,In-store,35.0
Kohl's,2021-06-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,20000,7000,In-store,35.0
West Gear,2021-08-11,West,Utah,Salt Lake City,Women's Apparel,35,525,18375,9188,In-store,50.0
West Gear,2021-12-23,West,Oregon,Portland,Women's Athletic Footwear,70,550,38500,13475,In-store,35.0
Kohl's,2021-06-12,West,Wyoming,Cheyenne,Men's Apparel,50,500,25000,7500,In-store,30.0
West Gear,2021-05-25,West,Oregon,Portland,Women's Apparel,60,525,31500,9450,In-store,30.0
Sports Direct,2021-12-25,West,New Mexico,Albuquerque,Women's Street Footwear,60,500,30000,10500,Online,35.0
Kohl's,2021-07-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,20000,7000,In-store,35.0
West Gear,2021-05-18,South,Louisiana,New Orleans,Men's Street Footwear,45,550,24750,9900,In-store,40.0
West Gear,2021-06-24,West,Oregon,Portland,Women's Athletic Footwear,80,525,42000,14700,In-store,35.0
Kohl's,2021-08-11,West,Wyoming,Cheyenne,Men's Apparel,50,500,25000,7500,In-store,30.0
Sports Direct,2021-12-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,60,500,30000,10500,Online,35.0
West Gear,2021-10-24,West,Oregon,Portland,Men's Athletic Footwear,55,525,28875,10106,In-store,35.0
West Gear,2021-04-05,West,Idaho,Boise,Women's Apparel,30,550,16500,8250,Online,50.0
Kohl's,2021-09-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,20000,7000,In-store,35.0
West Gear,2021-03-16,South,Louisiana,New Orleans,Men's Street Footwear,45,525,23625,9450,In-store,40.0
Kohl's,2021-09-10,West,Wyoming,Cheyenne,Men's Apparel,50,500,25000,7500,In-store,30.0
Sports Direct,2021-02-13,West,New Mexico,Albuquerque,Men's Street Footwear,30,500,15000,6000,Online,40.0
West Gear,2021-04-17,South,Louisiana,New Orleans,Men's Street Footwear,50,525,26250,10500,In-store,40.0
Kohl's,2021-10-12,West,Wyoming,Cheyenne,Women's Street Footwear,45,500,22500,7875,In-store,35.0
West Gear,2021-11-17,South,Louisiana,New Orleans,Women's Street Footwear,40,525,21000,8400,Online,40.0
Sports Direct,2021-08-13,Southeast,Georgia,Atlanta,Women's Street Footwear,55,500,27500,9625,Online,35.0
Kohl's,2021-11-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,45,500,22500,7875,In-store,35.0
Foot Locker,2021-12-16,South,Louisiana,New Orleans,Men's Apparel,85,525,44625,20081,Online,45.0
Foot Locker,2021-12-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,45,500,22500,7875,In-store,35.0
West Gear,2021-07-06,West,Idaho,Boise,Women's Athletic Footwear,50,525,26250,13125,Online,50.0
Foot Locker,2021-12-12,Southeast,Georgia,Atlanta,Women's Apparel,70,500,35000,8750,Online,25.0
Foot Locker,2021-12-10,West,Wyoming,Cheyenne,Men's Apparel,55,500,27500,8250,In-store,30.0
West Gear,2021-07-06,West,Idaho,Boise,Men's Apparel,55,525,28875,10106,Online,35.0
Sports Direct,2021-04-03,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,25,500,12500,5000,Online,40.0
West Gear,2021-06-04,West,Idaho,Boise,Women's Athletic Footwear,50,550,27500,12375,Online,45.0
Foot Locker,2021-05-25,Southeast,Virginia,Richmond,Men's Street Footwear,50,500,25000,8750,In-store,35.0
Sports Direct,2021-10-04,West,Idaho,Boise,Women's Street Footwear,45,525,23625,9450,Online,40.0
Amazon,2021-05-09,Midwest,Ohio,Columbus,Men's Athletic Footwear,45,500,22500,7875,Online,35.0
Sports Direct,2021-10-04,West,Idaho,Boise,Women's Apparel,45,525,23625,12994,Online,55.0
Kohl's,2021-03-25,West,New Mexico,Albuquerque,Men's Street Footwear,45,550,24750,8663,Online,35.0
Foot Locker,2021-12-04,West,Idaho,Boise,Women's Athletic Footwear,60,525,31500,15750,Online,50.0
Amazon,2021-06-11,Midwest,Ohio,Columbus,Women's Athletic Footwear,50,500,25000,10000,Online,40.0
Foot Locker,2021-05-24,West,Arizona,Phoenix,Men's Street Footwear,50,525,26250,9188,Online,35.0
Kohl's,2021-04-26,West,New Mexico,Albuquerque,Men's Street Footwear,55,550,30250,10588,Online,35.0
Foot Locker,2021-06-23,West,Arizona,Phoenix,Women's Apparel,70,525,36750,9188,Online,25.0
Kohl's,2021-06-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,550,33000,13200,Online,40.0
Foot Locker,2021-07-22,West,Arizona,Phoenix,Men's Athletic Footwear,55,525,28875,11550,Online,40.0
Foot Locker,2021-11-23,West,Arizona,Phoenix,Men's Athletic Footwear,50,525,26250,10500,Online,40.0
Kohl's,2021-06-26,West,New Mexico,Albuquerque,Women's Street Footwear,60,550,33000,11550,Online,35.0
Kohl's,2021-02-26,West,Arizona,Phoenix,Men's Street Footwear,35,525,18375,6431,Online,35.0
Kohl's,2021-07-25,West,New Mexico,Albuquerque,Women's Street Footwear,60,550,33000,11550,Online,35.0
Kohl's,2021-08-26,West,New Mexico,Albuquerque,Women's Street Footwear,60,525,31500,11025,Online,35.0
Sports Direct,2021-12-25,West,New Mexico,Albuquerque,Women's Apparel,75,525,39375,9844,Online,25.0
Kohl's,2021-10-26,West,New Mexico,Albuquerque,Men's Street Footwear,50,550,27500,9625,Online,35.0
Sports Direct,2021-03-12,Southeast,Georgia,Atlanta,Men's Street Footwear,40,525,21000,8400,Online,40.0
Kohl's,2021-10-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,55,550,30250,12100,Online,40.0
Sports Direct,2021-02-17,Southeast,Virginia,Richmond,Women's Street Footwear,25,500,12500,3750,In-store,30.0
Sports Direct,2021-04-13,Southeast,Georgia,Atlanta,Men's Street Footwear,50,525,26250,10500,Online,40.0
Kohl's,2021-11-26,West,New Mexico,Albuquerque,Men's Street Footwear,60,550,33000,11550,Online,35.0
Amazon,2021-06-11,Midwest,Ohio,Columbus,Men's Apparel,65,500,32500,11375,Online,35.0
Sports Direct,2021-06-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55,525,28875,11550,Online,40.0
Sports Direct,2021-05-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,50,500,25000,10000,In-store,40.0
Sports Direct,2021-06-13,Southeast,Georgia,Atlanta,Women's Street Footwear,55,525,28875,10106,Online,35.0
Sports Direct,2021-05-14,Southeast,Georgia,Atlanta,Men's Street Footwear,50,550,27500,11000,Online,40.0
Sports Direct,2021-08-16,Midwest,Michigan,Detroit,Men's Apparel,45,500,22500,9000,In-store,40.0
Amazon,2021-08-10,Midwest,Ohio,Columbus,Men's Apparel,55,500,27500,9625,Online,35.0
Sports Direct,2021-07-12,Southeast,Georgia,Atlanta,Women's Street Footwear,55,525,28875,10106,Online,35.0
Sports Direct,2021-09-15,Midwest,Michigan,Detroit,Women's Street Footwear,35,500,17500,5250,In-store,30.0
Sports Direct,2021-10-04,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,35,550,19250,7700,Online,40.0
Sports Direct,2021-10-13,Southeast,Georgia,Atlanta,Men's Street Footwear,45,525,23625,9450,Online,40.0
Amazon,2021-11-10,Midwest,Ohio,Columbus,Men's Athletic Footwear,25,500,12500,4375,Online,35.0
Sports Direct,2021-11-16,Midwest,Michigan,Detroit,Men's Athletic Footwear,45,500,22500,9000,In-store,40.0
Sports Direct,2021-10-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50,525,26250,10500,Online,40.0
Sports Direct,2021-10-04,Southeast,North Carolina,Charlotte,Men's Apparel,45,550,24750,8663,Online,35.0
Amazon,2021-11-10,Midwest,Ohio,Columbus,Women's Athletic Footwear,65,500,32500,13000,Online,40.0
Foot Locker,2021-07-17,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35,500,17500,6125,In-store,35.0
Amazon,2021-02-11,Midwest,Ohio,Columbus,Women's Apparel,30,550,16500,8250,Online,50.0
Foot Locker,2021-11-18,Midwest,Missouri,St. Louis,Men's Street Footwear,35,500,17500,7000,In-store,40.0
Amazon,2021-01-22,Midwest,Ohio,Columbus,Men's Street Footwear,40,500,20000,8000,Online,40.0
West Gear,2021-12-10,West,Utah,Salt Lake City,Men's Athletic Footwear,30,500,15000,5250,In-store,35.0
Sports Direct,2021-11-13,Southeast,Georgia,Atlanta,Men's Street Footwear,55,525,28875,11550,Online,40.0
Amazon,2021-05-09,Midwest,Ohio,Columbus,Women's Apparel,55,550,30250,15125,Online,50.0
Foot Locker,2021-02-18,South,Mississippi,Jackson,Women's Apparel,25,500,12500,6250,Online,50.0
West Gear,2021-12-10,West,Utah,Salt Lake City,Women's Apparel,45,500,22500,11250,In-store,50.0
Sports Direct,2021-02-04,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,30,525,15750,6300,Online,40.0
West Gear,2021-05-25,West,Oregon,Portland,Men's Street Footwear,50,500,25000,8750,In-store,35.0
Amazon,2021-06-11,Midwest,Ohio,Columbus,Men's Athletic Footwear,45,550,24750,8663,Online,35.0
Sports Direct,2021-03-02,Southeast,North Carolina,Charlotte,Men's Apparel,40,525,21000,7350,Online,35.0
Foot Locker,2021-05-16,South,Mississippi,Jackson,Women's Apparel,50,500,25000,12500,Online,50.0
West Gear,2021-02-17,West,Oregon,Portland,Men's Street Footwear,35,500,17500,7000,In-store,40.0
Sports Direct,2021-04-03,Southeast,North Carolina,Charlotte,Men's Apparel,45,525,23625,8269,Online,35.0
Foot Locker,2021-06-18,South,Mississippi,Jackson,Men's Athletic Footwear,40,500,20000,7000,Online,35.0
West Gear,2021-09-18,South,Louisiana,New Orleans,Men's Street Footwear,45,500,22500,9000,Online,40.0
Amazon,2021-02-11,Southeast,North Carolina,Charlotte,Women's Street Footwear,25,525,13125,5250,Online,40.0
Amazon,2021-04-10,Midwest,Ohio,Columbus,Women's Apparel,35,525,18375,9188,Online,50.0
West Gear,2021-09-18,South,Louisiana,New Orleans,Men's Athletic Footwear,50,500,25000,10000,Online,40.0
Walmart,2021-07-16,South,Mississippi,Jackson,Men's Apparel,60,500,30000,10500,Online,35.0
Amazon,2021-06-11,Midwest,Ohio,Columbus,Women's Street Footwear,50,525,26250,10500,Online,40.0
West Gear,2021-11-17,South,Louisiana,New Orleans,Women's Athletic Footwear,50,500,25000,10000,Online,40.0
Walmart,2021-09-16,South,Mississippi,Jackson,Women's Apparel,35,500,17500,8750,Online,50.0
West Gear,2021-05-05,West,Idaho,Boise,Women's Athletic Footwear,35,500,17500,7875,Online,45.0
Walmart,2021-10-18,South,Mississippi,Jackson,Men's Athletic Footwear,25,500,12500,4375,Online,35.0
West Gear,2021-12-19,South,Arkansas,Little Rock,Men's Athletic Footwear,60,500,30000,10500,Online,35.0
West Gear,2021-12-19,South,Arkansas,Little Rock,Women's Apparel,75,500,37500,15000,Online,40.0
Amazon,2021-07-09,Midwest,Ohio,Columbus,Men's Apparel,65,550,35750,12513,Online,35.0
Kohl's,2021-04-13,Midwest,Kansas,Wichita,Men's Street Footwear,25,500,12500,4375,Online,35.0
West Gear,2021-11-24,West,Oregon,Portland,Women's Street Footwear,45,475,21375,7481,In-store,35.0
Amazon,2021-09-09,Midwest,Ohio,Columbus,Women's Apparel,40,550,22000,11000,Online,50.0
Kohl's,2021-07-12,Midwest,Kansas,Wichita,Women's Apparel,65,500,32500,11375,Online,35.0
Foot Locker,2021-12-17,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35,450,15750,5513,In-store,35.0
West Gear,2021-12-23,West,Oregon,Portland,Men's Apparel,80,475,38000,15200,In-store,40.0
West Gear,2021-08-17,South,Louisiana,New Orleans,Women's Athletic Footwear,75,475,35625,14250,Online,40.0
